username,d_strength,week
Kimberly Rodriguez,1.0848150342418421,3
Lisa Hoffman,-4.439057763639283,3
Matthew Johnson,-6.718490544919629,3
Matthew Rangel,7.3426687004927835,3
Michael Smith,2.6586710382460303,3
Michelle Cooper,-4.0066811743522734,3
Nancy Hart,-0.23184334290105468,3
Nicole Gilmore,-3.3257254666307503,3
Nicole Matthews,-5.486009716137318,3
Paul Russell,0.9657170029145945,3
Richard Daugherty,0.8992122285150046,3
Ricky Goodman,-2.902832236029134,3
Ricky Vasquez,-2.9617759528294805,3
Robert Bailey,-4.134289399459018,3
Robert Kelly,5.874814932144439,3
Robert Martinez,0.9834675971286515,3
Sandra Booth,0.7801793761637619,3
Sarah Duffy,-2.548665111561448,3
Sean Santiago,-1.7807705311289652,3
Susan Miller,1.1580385016196395,3
Tammy Chaney,-4.04870960963445,3
Thomas Martin,2.3234380745724863,3
Allen Welch,5.499626807538334,4
Amanda Campos,3.819791684641352,4
Amy Davis,-1.93252288254034,4
Angela Robinson,2.9257993781194855,4
Brian Flowers,2.2654304303721666,4
Carol Harris,7.676890104923594,4
Cassandra Bauer,2.200195917515501,4
Christopher Stephens,3.0250852930109744,4
Cynthia Snyder,3.7173202965370606,4
Diana Smith,-1.2157843591587678,4
Dwayne Love,4.106229057465228,4
Dylan Henderson,1.5670089101145308,4
Ebony Beck,18.202404127109368,4
Edward Hensley,4.852648663473907,4
Edward Murphy,1.7062069457766285,4
Elizabeth Hall,-5.191124715881571,4
Emily Wiley,0.16878875415167016,4
Holly Sanford,3.320960555987538,4
Jackson Taylor,-5.093244704549193,4
Jacob Walker,4.2619300711089,4
Jacqueline Mccarthy,1.047066119774101,4
Jason Ortiz,3.1145555448391278,4
Jennifer Patton,3.1111547947642606,4
Joanne Vasquez,1.0098419081645034,4
Joshua Anderson,-1.4075986406462704,4
Karen Williams,22.31832268425594,4
Kayla Collins,0.0031607268418518686,4
Kelly Smith,-2.3010623886765345,4
Kimberly Rodriguez,3.2002660436690533,4
Lisa Hoffman,-5.291499692726738,4
Matthew Johnson,2.758856859133683,4
Matthew Rangel,-1.1028735600412531,4
Michael Smith,1.5945423861464576,4
Michelle Cooper,1.2766519844712292,4
Nancy Hart,1.853096124477677,4
Nicole Gilmore,4.757798195296331,4
Nicole Matthews,-1.994566722815044,4
Paul Russell,2.1865917718331573,4
Paula Salazar,3.892538402891738,4
Ricky Goodman,3.4832301614109724,4
Ricky Vasquez,2.6848810814007535,4
Robert Bailey,4.162594108503345,4
Robert Kelly,-0.21505917322767232,4
Robert Martinez,1.5616614289356647,4
Sandra Booth,1.5592329859633196,4
Sarah Duffy,10.454598806394749,4
Sean Santiago,4.089077683367265,4
Susan Miller,0.2969274485399893,4
Tammy Chaney,12.220443465276148,4
Thomas Martin,3.766720670188235,4
Allen Welch,4.656337805543224,5
Amanda Campos,-13.717008759740672,5
Amy Davis,-0.7092158674901157,5
Angela Robinson,-2.709844868052862,5
Brian Flowers,-9.89965377244047,5
Carol Harris,-4.0666706020432954,5
Cassandra Bauer,-0.7783415102533837,5
Christopher Stephens,1.2055220346948659,5
Cynthia Snyder,1.1644549098339851,5
Diana Smith,2.9064811903106076,5
Dwayne Love,2.4044349744253495,5
Dylan Henderson,3.099590772234883,5
Ebony Beck,-14.30786407838891,5
Edward Hensley,-6.339557710078637,5
Edward Murphy,-2.4078320250070178,5
Elizabeth Hall,-2.642759404325922,5
Emily Wiley,-2.518699316186101,5
Holly Sanford,1.272782717451868,5
Jackson Taylor,1.3742561913382332,5
Jacob Walker,-2.450907451516649,5
Jacqueline Mccarthy,2.4312025301912144,5
Jason Ortiz,-13.521929585787731,5
Jennifer Patton,1.0074406306207564,5
Joshua Anderson,-8.294124056980344,5
Karen Williams,-10.613681909178446,5
Kayla Collins,2.1883801476256046,5
Kelly Smith,-1.8664801878737904,5
Kimberly Rodriguez,-2.7172888933656623,5
Lisa Hoffman,-0.6314647818436399,5
Matthew Johnson,-2.785951302017388,5
Matthew Rangel,2.198081251699321,5
Michael Smith,-7.400546481147202,5
Michelle Cooper,-1.8233970178281638,5
Nancy Hart,0.30729851519172513,5
Nicole Gilmore,-3.30542691625795,5
Nicole Matthews,9.826125849390905,5
Paul Russell,-4.72815430509009,5
Ricky Goodman,1.4437397876353302,5
Ricky Vasquez,4.2265902934533806,5
Robert Bailey,3.3390341039979923,5
Robert Martinez,-0.35905369839627355,5
Sandra Booth,1.5476171829721252,5
Sarah Duffy,-6.602817254730908,5
Sean Santiago,-3.9171703503983935,5
Susan Miller,-1.8963889667697469,5
Tammy Chaney,-5.431370654937993,5
Thomas Martin,-0.18319628309946268,5
Allen Welch,-9.373670382864379,6
Amanda Campos,2.494257094043583,6
Amy Davis,2.3701867103828,6
Angela Robinson,-3.850496395860098,6
Brian Flowers,3.1750680490446506,6
Carol Harris,-7.034376415613956,6
Christopher Stephens,6.053166746022413,6
Cynthia Snyder,3.344506406657281,6
Diana Smith,-10.587325760608323,6
Dwayne Love,-0.6904689942558022,6
Ebony Beck,5.298146244994889,6
Edward Hensley,3.952595830980151,6
Edward Murphy,-0.34445481026647684,6
Elizabeth Hall,4.302049282045168,6
Emily Wiley,2.6625788965738764,6
Holly Sanford,-0.21929095324567172,6
Jackson Taylor,-0.635140759398162,6
Jacqueline Mccarthy,0.4355955421009696,6
Jason Ortiz,5.622166241804273,6
Jennifer Patton,5.73660443893408,6
Joshua Anderson,-0.6148639659926047,6
Kayla Collins,1.522884694385624,6
Kelly Smith,0.5888968403749644,6
Kimberly Rodriguez,1.6199619190756707,6
Lisa Hoffman,4.943858452093139,6
Matthew Johnson,2.7191971510883093,6
Matthew Rangel,-6.776513308632548,6
Michael Smith,1.7400341112911235,6
Michelle Cooper,-0.58952480825657,6
Nancy Hart,2.923937931463957,6
Nicole Gilmore,-4.37044281914509,6
Nicole Matthews,-18.17589163356329,6
Patricia Rodriguez,1.6886123436629745,6
Paul Russell,1.5256690902259784,6
Richard Daugherty,1.2655439209837382,6
Ricky Goodman,-5.601519371103173,6
Ricky Vasquez,-6.3794399083410696,6
Robert Bailey,2.3811106292726514,6
Robert Martinez,-5.769768290552655,6
Robin Freeman,14.437547211475255,6
Sandra Booth,4.053214413175926,6
Sarah Duffy,7.42514039127196,6
Sean Santiago,-1.0080275265938639,6
Susan Miller,-0.6710651525483478,6
Tammy Chaney,-0.8291328879334969,6
Thomas Martin,0.06526050769620895,6
Allen Welch,1.6680347414525194,7
Amanda Campos,4.718363606072977,7
Amy Davis,-1.028626849778938,7
Angela Robinson,0.7090670733378701,7
Brian Flowers,-1.3956557003454186,7
Carol Harris,-1.7831370407052276,7
Christopher Stephens,-5.432738025495752,7
Cynthia Snyder,-5.1716674781206535,7
Diana Smith,-5.43263247238243,7
Dylan Ortiz,1.2001640315834194,7
Ebony Beck,3.371658860587928,7
Edward Hensley,-1.2801732998103645,7
Edward Murphy,-1.173008289552726,7
Elizabeth Hall,-2.1144022209519022,7
Holly Sanford,-0.24058537584683037,7
Jackson Taylor,-3.0060451097787606,7
Jacqueline Mccarthy,-3.139884403976211,7
Jason Ortiz,-7.601411961642761,7
Jennifer Patton,-6.99272201046589,7
Joshua Anderson,5.00584132230037,7
Kayla Collins,0.02534325344046806,7
Kelly Smith,4.014386249158775,7
Kimberly Rodriguez,-2.955687928060037,7
Lisa Hoffman,-5.461245084917028,7
Matthew Johnson,2.6380035536668913,7
Matthew Rangel,13.48423536019503,7
Michael Smith,2.8202083732636716,7
Michelle Cooper,3.3900969417149085,7
Nancy Hart,0.7364647342026416,7
Nicole Gilmore,0.4700437169367362,7
Nicole Matthews,14.48333800798735,7
Patricia Rodriguez,0.3309941850403604,7
Paul Russell,-1.1704389943402305,7
Richard Daugherty,4.680209107397154,7
Ricky Goodman,-6.431402033041998,7
Ricky Vasquez,12.049511401037243,7
Robert Bailey,-8.232799207008263,7
Robert Kelly,2.0147738439315788,7
Robert Martinez,0.1408279783049906,7
Robin Freeman,-14.346751001503833,7
Sandra Booth,-3.8435561950087376,7
Sarah Duffy,-9.38084237043735,7
Sean Santiago,-0.32734410626310506,7
Susan Miller,-0.08941921735280367,7
Tammy Chaney,-3.890420263597484,7
Thomas Martin,3.997361028406168,7
Allen Welch,-1.7614819521047487,8
Amanda Campos,-3.4466001397048984,8
Amy Davis,3.0081147485369115,8
Angela Robinson,1.1657335348249234,8
Brian Flowers,5.330091492379033,8
Carol Harris,7.779751290027839,8
Christopher Stephens,1.1449856495699038,8
Cynthia Snyder,2.3449238637127436,8
Diana Smith,2.4294616145248042,8
Dylan Henderson,-0.5450167993035535,8
Dylan Ortiz,-7.297862268437694,8
Ebony Beck,0.9922390521601585,8
Edward Hensley,-1.8137478991257083,8
Edward Murphy,1.9806260939411757,8
Elizabeth Hall,6.488390341940367,8
Holly Sanford,1.2898197610443134,8
Jackson Taylor,9.294604799917142,8
Jacob Hamilton,-3.434508943338521,8
Jacqueline Mccarthy,5.672389408793606,8
Jason Ortiz,1.2516683889386897,8
Jennifer Patton,11.920954448167677,8
Joanne Vasquez,-0.22013757487544083,8
Joshua Anderson,-5.925107588782929,8
Karen Williams,7.1303674457086785,8
Kayla Collins,-0.6257991848235847,8
Kelly Smith,4.785074410066514,8
Kimberly Rodriguez,4.650149935575513,8
Lisa Hoffman,4.730379355946237,8
Matthew Johnson,-1.7784939982096049,8
Matthew Rangel,1.2567041250368547,8
Michael Smith,1.990311143171926,8
Michelle Cooper,0.4936351083682027,8
Nancy Hart,2.5492188346543188,8
Nicole Matthews,-13.83494932994327,8
Patricia Rodriguez,0.3725597810927255,8
Paul Russell,6.781182404099727,8
Paula Salazar,7.590363668049761,8
Richard Daugherty,2.0567692163970435,8
Ricky Goodman,1.0600789014503889,8
Robert Bailey,4.690231720227189,8
Robert Kelly,4.028758323931761,8
Robert Martinez,5.10169997349562,8
Robin Freeman,-3.162460392586304,8
Sandra Booth,0.14767474910861011,8
Sarah Duffy,12.129186014426189,8
Sean Santiago,3.852948512518978,8
Susan Miller,-0.20942745807891328,8
Tammy Chaney,5.625291556095853,8
Thomas Martin,0.006272724920805217,8
Allen Welch,-1.755880435898451,9
Amanda Campos,6.49452493292231,9
Amy Davis,-4.14467728936912,9
Angela Robinson,-2.070863147061324,9
Brian Flowers,5.0238346972735215,9
Carol Harris,-3.801015227545136,9
Christopher Stephens,-1.480379909704098,9
Cynthia Snyder,3.291327442583153,9
Diana Smith,0.07944285652827432,9
Dwayne Love,-0.6411265886683211,9
Dylan Henderson,-2.710024662733545,9
Dylan Ortiz,3.9813466745337927,9
Ebony Beck,0.19328225095792817,9
Edward Hensley,-8.703834644715506,9
Edward Murphy,9.670836858726133,9
Elizabeth Hall,-3.1531287035474946,9
Holly Henderson,-1.5891929015563342,9
Holly Sanford,3.142472655909849,9
Jackson Taylor,-8.469465573480019,9
Jacob Hamilton,-3.1269307382013807,9
Jacob Walker,6.4854468728919485,9
Jacqueline Mccarthy,-4.259897340190442,9
Jason Ortiz,-7.429609465020388,9
Jennifer Patton,-6.328086973907126,9
Joanne Vasquez,5.438885766871287,9
Joshua Anderson,2.0110799062527036,9
Kayla Collins,1.1788765244857125,9
Kelly Smith,-1.5152420444315098,9
Kimberly Rodriguez,-2.447324008883541,9
Lisa Hoffman,1.1625362951998,9
Matthew Johnson,2.4517943088511345,9
Matthew Rangel,-11.182214176719938,9
Michael Smith,-0.35409774039363384,9
Michelle Cooper,-3.6863110054546766,9
Nancy Hart,1.8476987706343309,9
Nicole Matthews,22.121194297654437,9
Patricia Rodriguez,2.938733304746531,9
Paul Russell,-4.010068707891232,9
Richard Daugherty,9.707862684425457,9
Ricky Goodman,11.424942698099986,9
Robert Bailey,5.072104580122367,9
Robert Kelly,-0.11488154788109028,9
Robert Martinez,0.3446242201997265,9
Robin Freeman,-0.19927790683706803,9
Sandra Booth,0.3127616091820826,9
Sarah Duffy,-9.60555662123106,9
Sean Santiago,1.805773794500766,9
Susan Miller,0.22932072676292492,9
Tammy Chaney,-4.338013807148727,9
Thomas Martin,-3.208186056207147,9
Allen Welch,4.559132857777527,10
Amanda Campos,-3.9264897482051495,10
Amy Davis,-1.3419710936475653,10
Angela Robinson,4.130800950260017,10
Brian Flowers,1.844741331588633,10
Carol Harris,-1.3863201815428923,10
Christopher Stephens,-2.8395313366826045,10
Cynthia Snyder,-3.6664151060248926,10
Diana Smith,2.6162820116405427,10
Dwayne Love,2.637878537401555,10
Dylan Henderson,-0.5467692945050118,10
Dylan Ortiz,-7.04301913051582,10
Ebony Beck,3.8740897635167073,10
Edward Hensley,6.346369770700726,10
Edward Murphy,-10.718787820255258,10
Elizabeth Hall,-2.2407070073183277,10
Emily Wiley,-3.6667063995514013,10
Holly Henderson,2.702739716304933,10
Holly Sanford,-2.3842755606045394,10
Jackson Taylor,2.688437346489291,10
Jacob Hamilton,7.767276480859628,10
Jacqueline Mccarthy,-2.5188439780745995,10
Jason Ortiz,6.4613065742517435,10
Jennifer Patton,1.5873427429924902,10
Joanne Vasquez,-4.377424655872144,10
Joshua Anderson,-0.6767447059651133,10
Kayla Collins,-1.2340912624527611,10
Kelly Smith,-9.625887041708815,10
Kimberly Rodriguez,-0.6030195881767781,10
Lisa Hoffman,0.2757025244814457,10
Matthew Johnson,0.19273448305862217,10
Matthew Rangel,3.831208410870026,10
Michael Smith,0.269793248588325,10
Michelle Cooper,0.6306245645236572,10
Nancy Hart,-5.746737735931362,10
Nicole Matthews,-6.9982375153532885,10
Patricia Rodriguez,-0.14013636405346475,10
Paul Russell,-1.4875218168728388,10
Richard Daugherty,-8.031544628620267,10
Ricky Goodman,-6.418999212465586,10
Robert Kelly,-4.964362565382814,10
Robert Martinez,-0.17380153463676606,10
Robin Freeman,5.266882228585338,10
Sandra Booth,0.2852348962530087,10
Sarah Duffy,-2.7445989892231495,10
Sean Santiago,3.708892581694016,10
Susan Miller,1.2668406784790918,10
Tammy Chaney,-1.6014490188762807,10
Thomas Martin,-1.4168248961335337,10
Allen Welch,0.7460043378331491,11
Amanda Campos,6.375279836692478,11
Amy Davis,-5.23958052172747,11
Angela Robinson,7.82664030162622,11
Brian Flowers,2.5011855911944068,11
Carol Harris,10.471397652707317,11
Christopher Stephens,-2.3061237987967544,11
Cynthia Snyder,3.340418850397569,11
Diana Smith,-5.8278540709432605,11
Dwayne Love,1.6188657186791886,11
Dylan Henderson,5.334308447778227,11
Dylan Ortiz,1.3805845031918977,11
Ebony Beck,-4.314262151065499,11
Edward Hensley,0.5562290863438974,11
Edward Murphy,8.042894337199677,11
Elizabeth Hall,0.7592495251192162,11
Emily Wiley,-0.709520440322116,11
Holly Henderson,4.862213172305484,11
Holly Sanford,0.5577257148034604,11
Jacob Hamilton,6.766485178083492,11
Jacqueline Mccarthy,0.002694788443804441,11
Jason Ortiz,-4.576491038000771,11
Jennifer Patton,4.01041343236345,11
Joanne Vasquez,0.09891781907955632,11
Joshua Anderson,11.63030164478998,11
Kayla Collins,5.5606169393804485,11
Kelly Smith,1.9497168272971805,11
Kimberly Rodriguez,-3.6365154545300697,11
Lisa Hoffman,-1.0881693222864754,11
Matthew Johnson,0.83057783944205,11
Matthew Rangel,7.404917979661214,11
Michael Smith,-1.1452038079066966,11
Michelle Cooper,-1.6669001609013492,11
Nancy Hart,1.910154506640147,11
Nicole Gilmore,1.717194629636218,11
Nicole Matthews,1.1726865596685272,11
Patricia Rodriguez,3.8189906174705506,11
Paul Russell,2.897032493876935,11
Paula Salazar,10.879684662036823,11
Richard Daugherty,11.674590754815767,11
Ricky Goodman,1.0226050204126267,11
Robert Kelly,14.583253663702557,11
Robert Martinez,-1.3315795024897312,11
Robin Freeman,0.54608735272042,11
Sandra Booth,2.965465781962873,11
Sarah Duffy,-3.0840631435171204,11
Sean Santiago,-4.087914866429287,11
Susan Miller,-1.2746766239072933,11
Tammy Chaney,-4.5835642254903135,11
Thomas Martin,1.8481324549654516,11
Allen Welch,4.184030740946863,12
Amanda Campos,-8.719176939182532,12
Amy Davis,5.406870663780907,12
Angela Robinson,0.48034864778757935,12
Brian Flowers,-9.420507685490332,12
Carol Harris,-4.541108000120737,12
Christopher Stephens,9.891052301886525,12
Cynthia Snyder,-0.9182850425661613,12
Diana Smith,4.115298380761786,12
Dwayne Love,-0.5567241012084736,12
Dylan Henderson,0.4956534616108712,12
Dylan Ortiz,-7.044015194560441,12
Edward Hensley,0.08624728831897954,12
Edward Murphy,2.879356801596238,12
Elizabeth Hall,-0.7497036561377683,12
Elizabeth Hansen,1.9019712549302241,12
Emily Wiley,-3.5057315756592757,12
Holly Henderson,3.1519906853694977,12
Holly Sanford,1.8413238368587734,12
Jacob Hamilton,-5.081555120611753,12
Jacqueline Mccarthy,-1.3578954001233683,12
Jason Ortiz,1.0890048495819329,12
Jennifer Patton,-4.906503791513501,12
Joanne Vasquez,4.433913451016771,12
Joshua Anderson,-37.0124206038972,12
Kayla Collins,8.86138811330379,12
Kelly Smith,-0.6393298560633838,12
Kimberly Rodriguez,5.125275351278049,12
Lisa Hoffman,2.230775563805352,12
Matthew Johnson,4.347931982811417,12
Matthew Rangel,-0.8613157953535975,12
Michael Smith,0.09950264364553973,12
Michelle Cooper,-3.138527490368155,12
Nancy Hart,-0.42179763390910097,12
Nicole Gilmore,-1.6660640321972977,12
Nicole Matthews,2.996144222533971,12
Patricia Rodriguez,-5.11929715704602,12
Paul Russell,0.14250411713199185,12
Paula Salazar,-6.167921787944756,12
Richard Daugherty,-8.048412434715111,12
Ricky Goodman,6.836230670406778,12
Robert Kelly,-14.588407699496777,12
Robert Martinez,-0.46331052240203263,12
Robin Freeman,-8.869913036617397,12
Sandra Booth,2.231463520449502,12
Sarah Duffy,7.205374863872294e-05,12
Sean Santiago,1.1665528587818272,12
Susan Miller,2.2559283728325674,12
Tammy Chaney,-7.337547651425204,12
Thomas Martin,-9.380776628896598,12
Allen Welch,8.549223861184856,13
Amanda Campos,-0.9194790837856743,13
Amy Davis,-0.8013394642884322,13
Angela Robinson,-2.0437299898470513,13
Brian Flowers,8.032683960645262,13
Carol Harris,2.31819306734819,13
Christopher Stephens,-1.0207249175854045,13
Cynthia Snyder,-1.3475925431771998,13
Diana Smith,-2.7484632120579064,13
Dwayne Love,-1.3749125818927723,13
Dylan Henderson,5.602439384040565,13
Dylan Ortiz,7.250115853954991,13
Edward Hensley,1.6762114675513402,13
Edward Murphy,1.102447241580478,13
Elizabeth Hall,8.61631199778521,13
Elizabeth Hansen,2.623124789057787,13
Emily Wiley,4.698843927104271,13
Holly Henderson,-3.135315699262396,13
Holly Sanford,0.565955505319419,13
Jackson Taylor,2.6562316775373205,13
Jacob Hamilton,9.654355529478366,13
Jacqueline Mccarthy,0.5302221091973252,13
Jason Ortiz,2.486082227510238,13
Jennifer Patton,-3.6360162399350457,13
Joanne Vasquez,5.389496845762686,13
Joshua Anderson,10.444642052024026,13
Kelly Smith,4.004958131845541,13
Kimberly Rodriguez,-4.994134639512261,13
Kristin Gibson,2.8560345547246655,13
Lisa Hoffman,3.7885246892339595,13
Matthew Johnson,-0.6792378418062555,13
Matthew Rangel,0.37924585508866215,13
Michael Smith,2.895421204023851,13
Michelle Cooper,9.794366905584901,13
Nancy Hart,4.650164230749681,13
Nicole Gilmore,1.7063639113871147,13
Nicole Matthews,-3.333934928527718,13
Patricia Rodriguez,-0.32273135280841103,13
Paul Russell,-0.4429154920016032,13
Ricky Goodman,-3.3380029736593926,13
Robert Kelly,-6.463599303374885,13
Robert Martinez,6.769190670992877,13
Robin Freeman,-2.9782767786236235,13
Sandra Booth,-0.8725606243686599,13
Sarah Duffy,5.790777351075022,13
Sean Santiago,9.94836332569426,13
Susan Miller,-3.2595825658613666,13
Tammy Chaney,11.08854204951551,13
Thomas Martin,1.7137493465612863,13
Amanda Campos,-3.186747059080041,14
Amy Davis,1.4327442171047693,14
Angela Robinson,-1.2433999989469484,14
Brian Flowers,-2.6600963382726235,14
Carol Harris,2.2599352912924857,14
Christopher Stephens,2.985843721247768,14
Cynthia Snyder,0.6458038385169331,14
Diana Smith,-2.8873544795172634,14
Dwayne Love,-1.4340735108013547,14
Dylan Henderson,-6.615878781479722,14
Dylan Ortiz,-0.13026268957149867,14
Edward Hensley,-3.070948571293023,14
Edward Murphy,-5.318040535615729,14
Elizabeth Hall,-6.793909103334229,14
Elizabeth Hansen,-1.1473059097910046,14
Emily Wiley,-1.1655613479047418,14
Holly Henderson,-0.6054912042345499,14
Holly Sanford,-1.5897163643558692,14
Jacob Hamilton,-12.880762617659123,14
Jacob Walker,-5.204249623407577,14
